split,method,seed,episodes,sequential_success,sequential_success_ci95,immediate_success,future_success,combined_energy_mean,combined_energy_ci95,affordance_debt_mean,tail_future_debt_mean,future_support_margin_mean,balance_failure_rate,unique_first_postures
narrow_support,comfort_regularized_mpc,3,24,0.6250,0.1979,0.8333,0.7500,0.4007,0.0303,0.0000,0.0641,0.0837,0.0000,7
narrow_support,comfort_regularized_mpc,4,24,0.4583,0.2036,0.7083,0.6667,0.4018,0.0380,0.0000,0.0695,0.0834,0.0000,6
narrow_support,comfort_regularized_mpc,5,24,0.7917,0.1660,0.9167,0.8333,0.3651,0.0321,0.0000,0.0649,0.0775,0.0000,7
narrow_support,comfort_regularized_mpc,6,24,0.5000,0.2043,0.6250,0.7500,0.4054,0.0383,0.0000,0.0670,0.0817,0.0000,8
narrow_support,comfort_regularized_mpc,7,24,0.6250,0.1979,0.8333,0.7500,0.3574,0.0405,0.0000,0.0682,0.0777,0.0000,6
narrow_support,current_target_only_greedy,0,24,0.5417,0.2036,0.8333,0.6250,0.3951,0.0366,0.0000,0.0676,0.0805,0.0000,6
narrow_support,current_target_only_greedy,1,24,0.6667,0.1927,0.8750,0.7917,0.3614,0.0352,0.0000,0.0675,0.0861,0.0000,6
narrow_support,current_target_only_greedy,2,24,0.4167,0.2015,0.7500,0.5833,0.3876,0.0401,0.0000,0.0650,0.0771,0.0000,6
narrow_support,current_target_only_greedy,3,24,0.6250,0.1979,0.8333,0.7500,0.4008,0.0303,0.0000,0.0643,0.0831,0.0000,7
narrow_support,current_target_only_greedy,4,24,0.4583,0.2036,0.7083,0.6667,0.4027,0.0383,0.0000,0.0702,0.0827,0.0000,7
narrow_support,current_target_only_greedy,5,24,0.7917,0.1660,0.9167,0.8333,0.3657,0.0320,0.0000,0.0650,0.0767,0.0000,7
narrow_support,current_target_only_greedy,6,24,0.5000,0.2043,0.6250,0.7500,0.4072,0.0384,0.0000,0.0677,0.0810,0.0000,8
narrow_support,current_target_only_greedy,7,24,0.6250,0.1979,0.8333,0.7500,0.3580,0.0407,0.0000,0.0686,0.0793,0.0000,7
narrow_support,future_distribution_mpc,0,24,0.5000,0.2043,0.7917,0.6250,0.3960,0.0369,0.0510,0.0672,0.0819,0.0000,7
narrow_support,future_distribution_mpc,1,24,0.6667,0.1927,0.8750,0.7917,0.3608,0.0352,0.0531,0.0670,0.0814,0.0000,8
narrow_support,future_distribution_mpc,2,24,0.4167,0.2015,0.7500,0.5833,0.3873,0.0401,0.0481,0.0644,0.0774,0.0000,6
narrow_support,future_distribution_mpc,3,24,0.6250,0.1979,0.8333,0.7500,0.4012,0.0302,0.0496,0.0640,0.0845,0.0000,7
narrow_support,future_distribution_mpc,4,24,0.4583,0.2036,0.7083,0.6667,0.4017,0.0379,0.0531,0.0694,0.0831,0.0000,5
narrow_support,future_distribution_mpc,5,24,0.7917,0.1660,0.9167,0.8333,0.3656,0.0319,0.0476,0.0648,0.0778,0.0000,7
narrow_support,future_distribution_mpc,6,24,0.5000,0.2043,0.6250,0.7500,0.4048,0.0388,0.0506,0.0667,0.0828,0.0000,7
narrow_support,future_distribution_mpc,7,24,0.6250,0.1979,0.8333,0.7500,0.3584,0.0408,0.0530,0.0679,0.0772,0.0000,7
narrow_support,greedy_reach_mpc,0,24,0.5417,0.2036,0.8333,0.6250,0.3951,0.0366,0.0000,0.0676,0.0805,0.0000,6
narrow_support,greedy_reach_mpc,1,24,0.6667,0.1927,0.8750,0.7917,0.3614,0.0352,0.0000,0.0675,0.0861,0.0000,6
narrow_support,greedy_reach_mpc,2,24,0.4167,0.2015,0.7500,0.5833,0.3876,0.0401,0.0000,0.0650,0.0771,0.0000,6
narrow_support,greedy_reach_mpc,3,24,0.6250,0.1979,0.8333,0.7500,0.4008,0.0303,0.0000,0.0643,0.0831,0.0000,7
narrow_support,greedy_reach_mpc,4,24,0.4583,0.2036,0.7083,0.6667,0.4027,0.0383,0.0000,0.0702,0.0827,0.0000,7
narrow_support,greedy_reach_mpc,5,24,0.7917,0.1660,0.9167,0.8333,0.3657,0.0320,0.0000,0.0650,0.0767,0.0000,7
narrow_support,greedy_reach_mpc,6,24,0.5000,0.2043,0.6250,0.7500,0.4072,0.0384,0.0000,0.0677,0.0810,0.0000,8
narrow_support,greedy_reach_mpc,7,24,0.6250,0.1979,0.8333,0.7500,0.3580,0.0407,0.0000,0.0686,0.0793,0.0000,7
narrow_support,learned_linear_debt_proxy,0,24,0.4583,0.2036,0.7500,0.6250,0.3986,0.0369,0.0501,0.0665,0.0849,0.0000,6
narrow_support,learned_linear_debt_proxy,1,24,0.6667,0.1927,0.8750,0.7917,0.3612,0.0355,0.0519,0.0658,0.0822,0.0000,7
narrow_support,learned_linear_debt_proxy,2,24,0.4167,0.2015,0.7500,0.5833,0.3891,0.0399,0.0473,0.0637,0.0793,0.0000,7
narrow_support,learned_linear_debt_proxy,3,24,0.6250,0.1979,0.7917,0.7500,0.4035,0.0303,0.0485,0.0630,0.0869,0.0000,6
narrow_support,learned_linear_debt_proxy,4,24,0.4583,0.2036,0.7083,0.6667,0.4023,0.0378,0.0523,0.0687,0.0823,0.0000,6
narrow_support,learned_linear_debt_proxy,5,24,0.7917,0.1660,0.9167,0.8333,0.3659,0.0321,0.0472,0.0645,0.0783,0.0000,7
narrow_support,learned_linear_debt_proxy,6,24,0.5000,0.2043,0.6250,0.7500,0.4056,0.0387,0.0500,0.0662,0.0831,0.0000,6
narrow_support,learned_linear_debt_proxy,7,24,0.6250,0.1979,0.8333,0.7500,0.3600,0.0407,0.0524,0.0674,0.0795,0.0000,7
narrow_support,oracle_two_step_mpc,0,24,0.5000,0.2043,0.7917,0.6250,0.3948,0.0365,0.0000,0.0679,0.0786,0.0000,6
narrow_support,oracle_two_step_mpc,1,24,0.6667,0.1927,0.8750,0.7917,0.3587,0.0352,0.0000,0.0671,0.0769,0.0000,8
narrow_support,oracle_two_step_mpc,2,24,0.4167,0.2015,0.7500,0.5833,0.3870,0.0400,0.0000,0.0651,0.0758,0.0000,5
narrow_support,oracle_two_step_mpc,3,24,0.5833,0.2015,0.7917,0.7500,0.3988,0.0299,0.0000,0.0646,0.0815,0.0000,5
narrow_support,oracle_two_step_mpc,4,24,0.4583,0.2036,0.7083,0.6667,0.4001,0.0383,0.0000,0.0695,0.0814,0.0000,5
narrow_support,oracle_two_step_mpc,5,24,0.7917,0.1660,0.9167,0.8333,0.3635,0.0322,0.0000,0.0659,0.0746,0.0000,7
narrow_support,oracle_two_step_mpc,6,24,0.5000,0.2043,0.6250,0.7500,0.4024,0.0384,0.0000,0.0672,0.0775,0.0000,7
narrow_support,oracle_two_step_mpc,7,24,0.6667,0.1927,0.8333,0.7917,0.3567,0.0405,0.0000,0.0685,0.0782,0.0000,6
narrow_support,random_posture,0,24,0.3750,0.1979,0.5000,0.6667,0.4794,0.0477,0.0000,0.0650,0.0857,0.0000,15
narrow_support,random_posture,1,24,0.3333,0.1927,0.5000,0.7500,0.4603,0.0585,0.0000,0.0651,0.0807,0.0000,13
narrow_support,random_posture,2,24,0.2917,0.1858,0.5417,0.5417,0.4397,0.0501,0.0000,0.0638,0.0839,0.0000,12
narrow_support,random_posture,3,24,0.5000,0.2043,0.5833,0.7500,0.4651,0.0476,0.0000,0.0658,0.0809,0.0000,14
narrow_support,random_posture,4,24,0.3750,0.1979,0.5000,0.6667,0.4840,0.0626,0.0000,0.0674,0.0795,0.0000,14
narrow_support,random_posture,5,24,0.5417,0.2036,0.6667,0.7917,0.4263,0.0528,0.0000,0.0644,0.0781,0.0000,10
narrow_support,random_posture,6,24,0.3750,0.1979,0.4583,0.6667,0.4706,0.0582,0.0000,0.0659,0.0782,0.0000,14
narrow_support,random_posture,7,24,0.4583,0.2036,0.5833,0.7500,0.4538,0.0486,0.0000,0.0659,0.0806,0.0000,12
narrow_support,robust_balance_mpc,0,24,0.5000,0.2043,0.7917,0.6250,0.3953,0.0366,0.0000,0.0674,0.0804,0.0000,7
narrow_support,robust_balance_mpc,1,24,0.6667,0.1927,0.8750,0.7917,0.3610,0.0351,0.0000,0.0670,0.0844,0.0000,7
narrow_support,robust_balance_mpc,2,24,0.4167,0.2015,0.7500,0.5833,0.3875,0.0401,0.0000,0.0650,0.0771,0.0000,6
narrow_support,robust_balance_mpc,3,24,0.6250,0.1979,0.8333,0.7500,0.4007,0.0303,0.0000,0.0641,0.0837,0.0000,7
narrow_support,robust_balance_mpc,4,24,0.4583,0.2036,0.7083,0.6667,0.4018,0.0380,0.0000,0.0695,0.0834,0.0000,6
narrow_support,robust_balance_mpc,5,24,0.7917,0.1660,0.9167,0.8333,0.3651,0.0321,0.0000,0.0649,0.0775,0.0000,7
narrow_support,robust_balance_mpc,6,24,0.5000,0.2043,0.6250,0.7500,0.4057,0.0384,0.0000,0.0670,0.0823,0.0000,8
narrow_support,robust_balance_mpc,7,24,0.6250,0.1979,0.8333,0.7500,0.3574,0.0405,0.0000,0.0682,0.0777,0.0000,6
nominal,arm_only_reach,0,24,0.4583,0.2036,0.5833,0.7917,0.4352,0.0289,0.0000,0.0558,0.1460,0.0000,1
nominal,arm_only_reach,1,24,0.6250,0.1979,0.6250,0.9167,0.4051,0.0367,0.0000,0.0575,0.1481,0.0000,1
nominal,arm_only_reach,2,24,0.2500,0.1770,0.4583,0.7500,0.4201,0.0285,0.0000,0.0553,0.1460,0.0000,1
nominal,arm_only_reach,3,24,0.4167,0.2015,0.6250,0.6667,0.4147,0.0391,0.0000,0.0583,0.1479,0.0000,1
nominal,arm_only_reach,4,24,0.7083,0.1858,0.8750,0.8333,0.3613,0.0308,0.0000,0.0560,0.1463,0.0000,1
nominal,arm_only_reach,5,24,0.7083,0.1858,0.7500,0.8750,0.4076,0.0356,0.0000,0.0589,0.1490,0.0000,1
nominal,arm_only_reach,6,24,0.5417,0.2036,0.6250,0.7917,0.4153,0.0304,0.0000,0.0557,0.1483,0.0000,1
nominal,arm_only_reach,7,24,0.2917,0.1858,0.4583,0.7500,0.4354,0.0317,0.0000,0.0567,0.1492,0.0000,1
nominal,bar_mpc_no_online,0,24,0.5417,0.2036,0.7083,0.7917,0.4141,0.0283,0.0468,0.0592,0.1481,0.0000,4
nominal,bar_mpc_no_online,1,24,0.6667,0.1927,0.7083,0.9167,0.3786,0.0354,0.0472,0.0614,0.1495,0.0000,5
nominal,bar_mpc_no_online,2,24,0.4167,0.2015,0.6250,0.7500,0.3941,0.0288,0.0464,0.0596,0.1532,0.0000,5
nominal,bar_mpc_no_online,3,24,0.5417,0.2036,0.7917,0.6667,0.3889,0.0396,0.0493,0.0627,0.1535,0.0000,4
nominal,bar_mpc_no_online,4,24,0.8333,0.1523,0.9583,0.8750,0.3362,0.0300,0.0470,0.0594,0.1471,0.0000,5
nominal,bar_mpc_no_online,5,24,0.7500,0.1770,0.7917,0.8750,0.3886,0.0349,0.0473,0.0618,0.1527,0.0000,5
nominal,bar_mpc_no_online,6,24,0.6250,0.1979,0.7083,0.8750,0.3926,0.0311,0.0477,0.0606,0.1554,0.0000,5
nominal,bar_mpc_no_online,7,24,0.4167,0.2015,0.5833,0.7917,0.4127,0.0301,0.0472,0.0604,0.1543,0.0000,4
nominal,bar_mpc_v5,0,24,0.5417,0.2036,0.7083,0.7917,0.4141,0.0283,0.0468,0.0592,0.1481,0.0000,4
nominal,bar_mpc_v5,1,24,0.6667,0.1927,0.7083,0.9167,0.3786,0.0354,0.0472,0.0614,0.1495,0.0000,5
nominal,bar_mpc_v5,2,24,0.4167,0.2015,0.6250,0.7500,0.3941,0.0288,0.0464,0.0596,0.1532,0.0000,5
nominal,bar_mpc_v5,3,24,0.5417,0.2036,0.7917,0.6667,0.3889,0.0396,0.0493,0.0627,0.1535,0.0000,4
nominal,bar_mpc_v5,4,24,0.8333,0.1523,0.9583,0.8750,0.3362,0.0300,0.0470,0.0594,0.1471,0.0000,5
nominal,bar_mpc_v5,5,24,0.7500,0.1770,0.7917,0.8750,0.3886,0.0349,0.0473,0.0618,0.1527,0.0000,5
nominal,bar_mpc_v5,6,24,0.6250,0.1979,0.7083,0.8750,0.3926,0.0311,0.0477,0.0606,0.1554,0.0000,5
nominal,bar_mpc_v5,7,24,0.4167,0.2015,0.5833,0.7917,0.4127,0.0301,0.0472,0.0604,0.1543,0.0000,4
nominal,comfort_regularized_mpc,0,24,0.5417,0.2036,0.7083,0.7917,0.4142,0.0283,0.0000,0.0600,0.1480,0.0000,4
nominal,comfort_regularized_mpc,1,24,0.6667,0.1927,0.7083,0.9167,0.3786,0.0354,0.0000,0.0614,0.1495,0.0000,5
nominal,comfort_regularized_mpc,2,24,0.4167,0.2015,0.6250,0.7500,0.3941,0.0288,0.0000,0.0596,0.1532,0.0000,5
nominal,comfort_regularized_mpc,3,24,0.5417,0.2036,0.7917,0.6667,0.3890,0.0397,0.0000,0.0629,0.1535,0.0000,4
nominal,comfort_regularized_mpc,4,24,0.8333,0.1523,0.9583,0.8750,0.3361,0.0301,0.0000,0.0599,0.1460,0.0000,5
nominal,comfort_regularized_mpc,5,24,0.7500,0.1770,0.7917,0.8750,0.3886,0.0349,0.0000,0.0620,0.1532,0.0000,6
nominal,comfort_regularized_mpc,6,24,0.6250,0.1979,0.7083,0.8750,0.3917,0.0314,0.0000,0.0613,0.1534,0.0000,4
nominal,comfort_regularized_mpc,7,24,0.4167,0.2015,0.5833,0.7917,0.4123,0.0302,0.0000,0.0607,0.1535,0.0000,4
nominal,current_target_only_greedy,0,24,0.5417,0.2036,0.7083,0.7917,0.4153,0.0284,0.0000,0.0612,0.1474,0.0000,4
nominal,current_target_only_greedy,1,24,0.6667,0.1927,0.7083,0.9167,0.3784,0.0357,0.0000,0.0627,0.1485,0.0000,4
nominal,current_target_only_greedy,2,24,0.4583,0.2036,0.6250,0.7917,0.3950,0.0287,0.0000,0.0604,0.1548,0.0000,5
nominal,current_target_only_greedy,3,24,0.5417,0.2036,0.7917,0.6667,0.3890,0.0397,0.0000,0.0629,0.1535,0.0000,4
nominal,current_target_only_greedy,4,24,0.8333,0.1523,0.9583,0.8750,0.3364,0.0300,0.0000,0.0606,0.1459,0.0000,4
nominal,current_target_only_greedy,5,24,0.7500,0.1770,0.7917,0.8750,0.3891,0.0348,0.0000,0.0626,0.1532,0.0000,6
nominal,current_target_only_greedy,6,24,0.6250,0.1979,0.7083,0.8750,0.3917,0.0313,0.0000,0.0617,0.1533,0.0000,4
nominal,current_target_only_greedy,7,24,0.4167,0.2015,0.5833,0.7917,0.4140,0.0302,0.0000,0.0617,0.1536,0.0000,4
nominal,future_distribution_mpc,0,24,0.5417,0.2036,0.7083,0.7917,0.4141,0.0283,0.0468,0.0592,0.1481,0.0000,4
nominal,future_distribution_mpc,1,24,0.6667,0.1927,0.7083,0.9167,0.3786,0.0354,0.0472,0.0614,0.1495,0.0000,5
nominal,future_distribution_mpc,2,24,0.4167,0.2015,0.6250,0.7500,0.3941,0.0288,0.0464,0.0596,0.1532,0.0000,5
nominal,future_distribution_mpc,3,24,0.5417,0.2036,0.7917,0.6667,0.3889,0.0396,0.0493,0.0627,0.1535,0.0000,4
nominal,future_distribution_mpc,4,24,0.8333,0.1523,0.9583,0.8750,0.3362,0.0300,0.0470,0.0594,0.1471,0.0000,5
nominal,future_distribution_mpc,5,24,0.7500,0.1770,0.7917,0.8750,0.3886,0.0349,0.0473,0.0618,0.1527,0.0000,5
nominal,future_distribution_mpc,6,24,0.6250,0.1979,0.7083,0.8750,0.3926,0.0311,0.0477,0.0606,0.1554,0.0000,5
nominal,future_distribution_mpc,7,24,0.4167,0.2015,0.5833,0.7917,0.4126,0.0301,0.0469,0.0603,0.1543,0.0000,4
nominal,greedy_reach_mpc,0,24,0.5417,0.2036,0.7083,0.7917,0.4153,0.0284,0.0000,0.0612,0.1474,0.0000,4
nominal,greedy_reach_mpc,1,24,0.6667,0.1927,0.7083,0.9167,0.3784,0.0357,0.0000,0.0627,0.1485,0.0000,4
nominal,greedy_reach_mpc,2,24,0.4583,0.2036,0.6250,0.7917,0.3950,0.0287,0.0000,0.0604,0.1548,0.0000,5
nominal,greedy_reach_mpc,3,24,0.5417,0.2036,0.7917,0.6667,0.3890,0.0397,0.0000,0.0629,0.1535,0.0000,4
nominal,greedy_reach_mpc,4,24,0.8333,0.1523,0.9583,0.8750,0.3364,0.0300,0.0000,0.0606,0.1459,0.0000,4
nominal,greedy_reach_mpc,5,24,0.7500,0.1770,0.7917,0.8750,0.3891,0.0348,0.0000,0.0626,0.1532,0.0000,6
nominal,greedy_reach_mpc,6,24,0.6250,0.1979,0.7083,0.8750,0.3917,0.0313,0.0000,0.0617,0.1533,0.0000,4
nominal,greedy_reach_mpc,7,24,0.4167,0.2015,0.5833,0.7917,0.4140,0.0302,0.0000,0.0617,0.1536,0.0000,4
nominal,learned_linear_debt_proxy,0,24,0.5417,0.2036,0.7083,0.7917,0.4147,0.0293,0.0455,0.0583,0.1463,0.0000,5
nominal,learned_linear_debt_proxy,1,24,0.6667,0.1927,0.7083,0.9167,0.3800,0.0351,0.0464,0.0607,0.1481,0.0000,6
nominal,learned_linear_debt_proxy,2,24,0.4167,0.2015,0.6250,0.7500,0.3951,0.0290,0.0456,0.0589,0.1538,0.0000,5
nominal,learned_linear_debt_proxy,3,24,0.5000,0.2043,0.7500,0.6667,0.3922,0.0391,0.0473,0.0611,0.1509,0.0000,6
nominal,learned_linear_debt_proxy,4,24,0.7917,0.1660,0.9167,0.8750,0.3386,0.0305,0.0455,0.0581,0.1481,0.0000,5
nominal,learned_linear_debt_proxy,5,24,0.7500,0.1770,0.7917,0.8750,0.3916,0.0348,0.0459,0.0607,0.1503,0.0000,5
nominal,learned_linear_debt_proxy,6,24,0.6250,0.1979,0.7083,0.8333,0.3959,0.0317,0.0461,0.0592,0.1545,0.0000,5
nominal,learned_linear_debt_proxy,7,24,0.4167,0.2015,0.5833,0.7917,0.4152,0.0302,0.0455,0.0591,0.1546,0.0000,5
nominal,oracle_two_step_mpc,0,24,0.5417,0.2036,0.7083,0.7917,0.4119,0.0286,0.0000,0.0604,0.1447,0.0000,3
nominal,oracle_two_step_mpc,1,24,0.6667,0.1927,0.7083,0.9167,0.3778,0.0353,0.0000,0.0629,0.1487,0.0000,3
nominal,oracle_two_step_mpc,2,24,0.4583,0.2036,0.6250,0.7917,0.3937,0.0289,0.0000,0.0603,0.1543,0.0000,4
nominal,oracle_two_step_mpc,3,24,0.5417,0.2036,0.7917,0.6667,0.3886,0.0395,0.0000,0.0631,0.1532,0.0000,4
nominal,oracle_two_step_mpc,4,24,0.7917,0.1660,0.9167,0.8750,0.3357,0.0299,0.0000,0.0601,0.1440,0.0000,3
nominal,oracle_two_step_mpc,5,24,0.7500,0.1770,0.7917,0.8750,0.3872,0.0350,0.0000,0.0631,0.1497,0.0000,4
nominal,oracle_two_step_mpc,6,24,0.6250,0.1979,0.7083,0.8750,0.3910,0.0312,0.0000,0.0621,0.1503,0.0000,4
nominal,oracle_two_step_mpc,7,24,0.4583,0.2036,0.5833,0.8333,0.4121,0.0302,0.0000,0.0610,0.1546,0.0000,3
nominal,random_posture,0,24,0.3333,0.1927,0.4167,0.7917,0.4939,0.0424,0.0000,0.0580,0.1447,0.0000,10
nominal,random_posture,1,24,0.3750,0.1979,0.3750,0.9167,0.5025,0.0550,0.0000,0.0610,0.1478,0.0000,12
nominal,random_posture,2,24,0.0417,0.0817,0.1250,0.7500,0.4816,0.0381,0.0000,0.0610,0.1407,0.0000,11
nominal,random_posture,3,24,0.3750,0.1979,0.5417,0.6667,0.4653,0.0488,0.0000,0.0599,0.1422,0.0000,13
nominal,random_posture,4,24,0.4583,0.2036,0.5833,0.8333,0.4455,0.0538,0.0000,0.0578,0.1454,0.0000,14
nominal,random_posture,5,24,0.4167,0.2015,0.5000,0.8333,0.4710,0.0396,0.0000,0.0613,0.1422,0.0000,14
nominal,random_posture,6,24,0.3333,0.1927,0.3750,0.7500,0.4703,0.0516,0.0000,0.0582,0.1422,0.0000,13
nominal,random_posture,7,24,0.1667,0.1523,0.2500,0.7500,0.5035,0.0399,0.0000,0.0613,0.1461,0.0000,12
nominal,robust_balance_mpc,0,24,0.5417,0.2036,0.7083,0.7917,0.4142,0.0283,0.0000,0.0600,0.1480,0.0000,4
nominal,robust_balance_mpc,1,24,0.6667,0.1927,0.7083,0.9167,0.3785,0.0354,0.0000,0.0618,0.1494,0.0000,5
nominal,robust_balance_mpc,2,24,0.4167,0.2015,0.6250,0.7500,0.3941,0.0288,0.0000,0.0596,0.1532,0.0000,5
nominal,robust_balance_mpc,3,24,0.5417,0.2036,0.7917,0.6667,0.3890,0.0397,0.0000,0.0629,0.1535,0.0000,4
nominal,robust_balance_mpc,4,24,0.8333,0.1523,0.9583,0.8750,0.3364,0.0299,0.0000,0.0602,0.1465,0.0000,5
nominal,robust_balance_mpc,5,24,0.7500,0.1770,0.7917,0.8750,0.3886,0.0349,0.0000,0.0620,0.1532,0.0000,6
nominal,robust_balance_mpc,6,24,0.6250,0.1979,0.7083,0.8750,0.3917,0.0314,0.0000,0.0613,0.1534,0.0000,4
nominal,robust_balance_mpc,7,24,0.4167,0.2015,0.5833,0.7917,0.4123,0.0302,0.0000,0.0607,0.1535,0.0000,4
opposite_side_sequence,arm_only_reach,0,24,0.1667,0.1523,0.3750,0.5417,0.5118,0.0293,0.0000,0.0998,0.0754,0.0000,1
opposite_side_sequence,arm_only_reach,1,24,0.0833,0.1130,0.3750,0.4583,0.5338,0.0279,0.0000,0.1065,0.0769,0.0000,1
opposite_side_sequence,arm_only_reach,2,24,0.1667,0.1523,0.2500,0.6667,0.5237,0.0352,0.0000,0.1019,0.0737,0.0000,1
opposite_side_sequence,arm_only_reach,3,24,0.1250,0.1352,0.3750,0.4167,0.5312,0.0383,0.0000,0.1079,0.0729,0.0000,1
opposite_side_sequence,arm_only_reach,4,24,0.3750,0.1979,0.4583,0.6667,0.4964,0.0387,0.0000,0.1024,0.0737,0.0000,1
opposite_side_sequence,arm_only_reach,5,24,0.1250,0.1352,0.3333,0.2917,0.5507,0.0318,0.0000,0.1122,0.0753,0.0000,1
opposite_side_sequence,arm_only_reach,6,24,0.1667,0.1523,0.2917,0.4583,0.5440,0.0389,0.0000,0.1083,0.0725,0.0000,1
opposite_side_sequence,arm_only_reach,7,24,0.2083,0.1660,0.5000,0.4167,0.5215,0.0389,0.0000,0.1046,0.0773,0.0000,1
opposite_side_sequence,bar_mpc_no_online,0,24,0.0833,0.1130,0.7500,0.1667,0.4991,0.0280,0.0888,0.1059,0.0626,0.0000,2
opposite_side_sequence,bar_mpc_no_online,1,24,0.0417,0.0817,0.5833,0.1250,0.5224,0.0292,0.0928,0.1125,0.0629,0.0000,3
opposite_side_sequence,bar_mpc_no_online,2,24,0.1667,0.1523,0.5833,0.2500,0.5112,0.0369,0.0897,0.1076,0.0536,0.0000,3
opposite_side_sequence,bar_mpc_no_online,3,24,0.1667,0.1523,0.7500,0.1667,0.5244,0.0380,0.0938,0.1132,0.0603,0.0000,3
opposite_side_sequence,bar_mpc_no_online,4,24,0.3750,0.1979,0.5833,0.4583,0.4859,0.0385,0.0899,0.1085,0.0580,0.0000,3
opposite_side_sequence,bar_mpc_no_online,5,24,0.0833,0.1130,0.5833,0.1250,0.5438,0.0336,0.0956,0.1184,0.0607,0.0000,3
opposite_side_sequence,bar_mpc_no_online,6,24,0.1250,0.1352,0.5417,0.2917,0.5337,0.0398,0.0931,0.1142,0.0602,0.0000,3
opposite_side_sequence,bar_mpc_no_online,7,24,0.1250,0.1352,0.6250,0.2917,0.5078,0.0410,0.0931,0.1110,0.0629,0.0000,3
opposite_side_sequence,bar_mpc_v5,0,24,0.0833,0.1130,0.7500,0.1667,0.4991,0.0280,0.0888,0.1059,0.0626,0.0000,2
opposite_side_sequence,bar_mpc_v5,1,24,0.0417,0.0817,0.5833,0.1250,0.5224,0.0292,0.0928,0.1125,0.0629,0.0000,3
opposite_side_sequence,bar_mpc_v5,2,24,0.1667,0.1523,0.5833,0.2500,0.5112,0.0369,0.0897,0.1076,0.0536,0.0000,3
opposite_side_sequence,bar_mpc_v5,3,24,0.1667,0.1523,0.7500,0.1667,0.5244,0.0380,0.0938,0.1132,0.0603,0.0000,3
opposite_side_sequence,bar_mpc_v5,4,24,0.3750,0.1979,0.5833,0.4583,0.4859,0.0385,0.0899,0.1085,0.0580,0.0000,3
opposite_side_sequence,bar_mpc_v5,5,24,0.0833,0.1130,0.5833,0.1250,0.5438,0.0336,0.0956,0.1184,0.0607,0.0000,3
opposite_side_sequence,bar_mpc_v5,6,24,0.1250,0.1352,0.5417,0.2917,0.5337,0.0398,0.0931,0.1142,0.0602,0.0000,3
opposite_side_sequence,bar_mpc_v5,7,24,0.1250,0.1352,0.6250,0.2917,0.5078,0.0410,0.0931,0.1110,0.0629,0.0000,3
opposite_side_sequence,comfort_regularized_mpc,0,24,0.0833,0.1130,0.7500,0.1667,0.5012,0.0288,0.0000,0.1063,0.0577,0.0000,2
opposite_side_sequence,comfort_regularized_mpc,1,24,0.0417,0.0817,0.5833,0.1250,0.5245,0.0298,0.0000,0.1128,0.0591,0.0000,3
opposite_side_sequence,comfort_regularized_mpc,2,24,0.1250,0.1352,0.5833,0.2083,0.5131,0.0368,0.0000,0.1079,0.0509,0.0000,3
opposite_side_sequence,comfort_regularized_mpc,3,24,0.1667,0.1523,0.7917,0.1667,0.5276,0.0389,0.0000,0.1134,0.0552,0.0000,3
opposite_side_sequence,comfort_regularized_mpc,4,24,0.3750,0.1979,0.5833,0.4583,0.4881,0.0387,0.0000,0.1088,0.0535,0.0000,3
opposite_side_sequence,comfort_regularized_mpc,5,24,0.0833,0.1130,0.5833,0.1250,0.5450,0.0340,0.0000,0.1186,0.0585,0.0000,3
opposite_side_sequence,comfort_regularized_mpc,6,24,0.1250,0.1352,0.5417,0.2917,0.5363,0.0406,0.0000,0.1145,0.0560,0.0000,3
opposite_side_sequence,comfort_regularized_mpc,7,24,0.1250,0.1352,0.6250,0.2917,0.5098,0.0411,0.0000,0.1112,0.0610,0.0000,3
opposite_side_sequence,current_target_only_greedy,0,24,0.0833,0.1130,0.7500,0.1667,0.5018,0.0286,0.0000,0.1063,0.0567,0.0000,2
opposite_side_sequence,current_target_only_greedy,1,24,0.0417,0.0817,0.5833,0.1250,0.5245,0.0298,0.0000,0.1128,0.0591,0.0000,3
opposite_side_sequence,current_target_only_greedy,2,24,0.1250,0.1352,0.5833,0.2083,0.5131,0.0368,0.0000,0.1079,0.0509,0.0000,3
opposite_side_sequence,current_target_only_greedy,3,24,0.1667,0.1523,0.7917,0.1667,0.5286,0.0394,0.0000,0.1135,0.0540,0.0000,3
opposite_side_sequence,current_target_only_greedy,4,24,0.3750,0.1979,0.5833,0.4583,0.4881,0.0387,0.0000,0.1088,0.0535,0.0000,3
opposite_side_sequence,current_target_only_greedy,5,24,0.0833,0.1130,0.5833,0.1250,0.5454,0.0342,0.0000,0.1186,0.0574,0.0000,3
opposite_side_sequence,current_target_only_greedy,6,24,0.0833,0.1130,0.5417,0.2500,0.5396,0.0414,0.0000,0.1149,0.0516,0.0000,3
opposite_side_sequence,current_target_only_greedy,7,24,0.1250,0.1352,0.6250,0.2917,0.5098,0.0411,0.0000,0.1112,0.0610,0.0000,3
opposite_side_sequence,future_distribution_mpc,0,24,0.0833,0.1130,0.7500,0.1667,0.5003,0.0287,0.0891,0.1061,0.0596,0.0000,2
opposite_side_sequence,future_distribution_mpc,1,24,0.0417,0.0817,0.5833,0.1250,0.5245,0.0298,0.0932,0.1128,0.0591,0.0000,3
opposite_side_sequence,future_distribution_mpc,2,24,0.1250,0.1352,0.5833,0.2083,0.5131,0.0368,0.0902,0.1079,0.0509,0.0000,3
